Club,Elo,Fecha
Las Palmas,1588.03271484,2023-10-07
Alavés,1585.34716797,2023-10-07
Almería,1584.67736816,2023-10-07
Salernitana,1584.11328125,2023-10-07
Bochum,1581.80053711,2023-10-07
Augsburg,1577.58837891,2023-10-07
Heidenheim,1572.78955078,2023-10-07
Lorient,1561.79040527,2023-10-07
Cagliari,1561.6842041,2023-10-07
Clermont Foot,1556.89416504,2023-10-07
Nantes,1556.56872559,2023-10-07
Metz,1546.42382812,2023-10-07
Darmstadt 98,1538.03063965,2023-10-07
Le Havre,1510.3560791,2023-10-07
Manchester City,2076.61474609,2023-10-08
Liverpool,1957.49963379,2023-10-08
Real Madrid,1945.73706055,2023-10-08
Bayern Munich,1940.734375,2023-10-08
Arsenal,1921.52868652,2023-10-08
Inter,1902.00292969,2023-10-08
Barcelona,1901.34594727,2023-10-08
Napoli,1896.40490723,2023-10-08
Newcastle Utd,1888.61767578,2023-10-08
Atlético Madrid,1872.66479492,2023-10-08
Milan,1863.65905762,2023-10-08
Tottenham,1858.55297852,2023-10-08
Aston Villa,1839.22668457,2023-10-08
Dortmund,1837.61999512,2023-10-08
RB Leipzig,1831.10571289,2023-10-08
Manchester Utd,1823.01013184,2023-10-08
Brighton,1817.13549805,2023-10-08
Juventus,1815.3770752,2023-10-08
Real Sociedad,1814.9329834,2023-10-08
Paris S-G,1812.31713867,2023-10-08
West Ham,1804.75134277,2023-10-08
Leverkusen,1793.13696289,2023-10-08
Brentford,1786.77270508,2023-10-08
Atalanta,1784.42736816,2023-10-08
Chelsea,1782.06970215,2023-10-08
Roma,1769.00952148,2023-10-08
Lazio,1767.65869141,2023-10-08
Fiorentina,1760.59716797,2023-10-08
Crystal Palace,1759.27392578,2023-10-08
Sevilla,1741.35754395,2023-10-08
Lens,1741.00036621,2023-10-08
Betis,1739.64892578,2023-10-08
Villarreal,1734.84387207,2023-10-08
Athletic Club,1731.45483398,2023-10-08
Girona,1730.36206055,2023-10-08
Fulham,1728.21911621,2023-10-08
Bologna,1722.20568848,2023-10-08
Rennes,1712.08337402,2023-10-08
Freiburg,1711.27648926,2023-10-08
Wolves,1709.79882812,2023-10-08
Wolfsburg,1706.29003906,2023-10-08
Monaco,1696.92407227,2023-10-08
Nice,1692.34741211,2023-10-08
Marseille,1692.13183594,2023-10-08
Stuttgart,1690.34448242,2023-10-08
Eint Frankfurt,1689.73937988,2023-10-08
Lille,1688.78088379,2023-10-08
Torino,1687.64135742,2023-10-08
Everton,1687.6295166,2023-10-08
Nott'ham Forest,1683.45080566,2023-10-08
Union Berlin,1683.10839844,2023-10-08
Burnley,1680.64709473,2023-10-08
Hoffenheim,1674.22595215,2023-10-08
Valencia,1670.88708496,2023-10-08
Monza,1668.89733887,2023-10-08
Osasuna,1666.00537109,2023-10-08
Sassuolo,1662.43566895,2023-10-08
Gladbach,1661.29724121,2023-10-08
Getafe,1661.25378418,2023-10-08
Rayo Vallecano,1652.6081543,2023-10-08
Mallorca,1650.22521973,2023-10-08
Lyon,1639.65222168,2023-10-08
Celta Vigo,1637.95837402,2023-10-08
Cádiz,1636.90637207,2023-10-08
Bournemouth,1633.01220703,2023-10-08
Udinese,1630.63354492,2023-10-08
Montpellier,1623.73876953,2023-10-08
Reims,1621.45056152,2023-10-08
Hellas Verona,1621.19812012,2023-10-08
Mainz 05,1621.03198242,2023-10-08
Genoa,1618.62451172,2023-10-08
Frosinone,1616.55395508,2023-10-08
Köln,1616.35681152,2023-10-08
Brest,1613.90795898,2023-10-08
Lecce,1612.52868652,2023-10-08
Sheffield Utd,1600.38305664,2023-10-08
Granada,1598.86682129,2023-10-08
Strasbourg,1597.54614258,2023-10-08
Toulouse,1596.25891113,2023-10-08
Empoli,1594.05944824,2023-10-08
Bochum,1589.16394043,2023-10-08
Las Palmas,1588.03271484,2023-10-08
Luton Town,1585.69592285,2023-10-08
Alavés,1585.34716797,2023-10-08
Almería,1584.67736816,2023-10-08
Salernitana,1584.11328125,2023-10-08
Werder Bremen,1581.15100098,2023-10-08
Heidenheim,1572.78955078,2023-10-08
Augsburg,1566.78027344,2023-10-08
Lorient,1561.79040527,2023-10-08
Cagliari,1561.6842041,2023-10-08
Clermont Foot,1556.89416504,2023-10-08
Nantes,1556.56872559,2023-10-08
Darmstadt 98,1548.83874512,2023-10-08
Metz,1540.65661621,2023-10-08
Le Havre,1510.3560791,2023-10-08
Manchester City,2065.76635742,2023-10-20
Liverpool,1954.80895996,2023-10-20
Real Madrid,1945.73706055,2023-10-20
Bayern Munich,1944.23706055,2023-10-20
Arsenal,1932.37695312,2023-10-20
Inter,1902.00292969,2023-10-20
Barcelona,1895.61657715,2023-10-20
Newcastle Utd,1887.48999023,2023-10-20
Napoli,1878.7947998,2023-10-20
Atlético Madrid,1877.47290039,2023-10-20
Milan,1863.65905762,2023-10-20
Tottenham,1858.55297852,2023-10-20
Dortmund,1837.61999512,2023-10-20
Aston Villa,1836.83044434,2023-10-20
RB Leipzig,1831.10571289,2023-10-20
Manchester Utd,1823.01013184,2023-10-20
Paris S-G,1821.54614258,2023-10-20
Brighton,1819.82617188,2023-10-20
Juventus,1815.3770752,2023-10-20
Real Sociedad,1810.12487793,2023-10-20
West Ham,1805.87890625,2023-10-20
Leverkusen,1797.81164551,2023-10-20
Brentford,1786.77270508,2023-10-20
Chelsea,1782.06970215,2023-10-20
Fiorentina,1778.20715332,2023-10-20
Atalanta,1777.12902832,2023-10-20
Roma,1776.31982422,2023-10-20
Lazio,1774.95715332,2023-10-20
Crystal Palace,1759.27392578,2023-10-20
Sevilla,1741.35754395,2023-10-20
Lens,1738.25610352,2023-10-20
Betis,1737.43237305,2023-10-20
Athletic Club,1731.45483398,2023-10-20
Girona,1730.36206055,2023-10-20
Fulham,1728.21911621,2023-10-20
Bologna,1722.20568848,2023-10-20
Villarreal,1721.33251953,2023-10-20
Wolves,1712.19519043,2023-10-20
Freiburg,1707.77368164,2023-10-20
Wolfsburg,1706.29003906,2023-10-20
Rennes,1702.85424805,2023-10-20
Marseille,1697.55273438,2023-10-20
Monaco,1696.92407227,2023-10-20
Eint Frankfurt,1694.96337891,2023-10-20
Nice,1692.34741211,2023-10-20
Lille,1691.52514648,2023-10-20
Stuttgart,1690.34448242,2023-10-20
Torino,1687.64135742,2023-10-20
Everton,1687.6295166,2023-10-20
Nott'ham Forest,1683.45080566,2023-10-20
Union Berlin,1683.10839844,2023-10-20
Burnley,1680.64709473,2023-10-20
Monza,1677.44482422,2023-10-20
Hoffenheim,1674.22595215,2023-10-20
Valencia,1670.88708496,2023-10-20
Osasuna,1666.00537109,2023-10-20
Getafe,1662.75891113,2023-10-20
Sassuolo,1662.43566895,2023-10-20
Gladbach,1661.29724121,2023-10-20
Rayo Vallecano,1652.6081543,2023-10-20
Mallorca,1650.22521973,2023-10-20
Cádiz,1636.90637207,2023-10-20
Celta Vigo,1636.45324707,2023-10-20
Lyon,1636.24023438,2023-10-20
Bournemouth,1633.01220703,2023-10-20
Montpellier,1631.07580566,2023-10-20
Udinese,1630.63354492,2023-10-20
Frosinone,1623.70251465,2023-10-20
Reims,1621.45056152,2023-10-20
Mainz 05,1621.03198242,2023-10-20
Genoa,1618.62451172,2023-10-20
Hellas Verona,1614.04956055,2023-10-20
Lecce,1612.52868652,2023-10-20
Brest,1612.10644531,2023-10-20
Köln,1611.68212891,2023-10-20
Granada,1604.59631348,2023-10-20
Las Palmas,1601.54418945,2023-10-20
Sheffield Utd,1600.38305664,2023-10-20
Toulouse,1598.0604248,2023-10-20
Strasbourg,1597.54614258,2023-10-20
Empoli,1594.05944824,2023-10-20
Bochum,1589.16394043,2023-10-20
Alavés,1587.5637207,2023-10-20
Luton Town,1585.69592285,2023-10-20
Almería,1584.67736816,2023-10-20
Werder Bremen,1581.15100098,2023-10-20
Salernitana,1575.5657959,2023-10-20
Heidenheim,1567.56555176,2023-10-20
Augsburg,1566.78027344,2023-10-20
Lorient,1565.20239258,2023-10-20
Nantes,1556.56872559,2023-10-20
Cagliari,1554.37390137,2023-10-20
Clermont Foot,1549.55712891,2023-10-20
Darmstadt 98,1548.83874512,2023-10-20
Metz,1540.65661621,2023-10-20
Le Havre,1504.93518066,2023-10-20
Manchester City,2065.76635742,2023-10-21
Liverpool,1954.80895996,2023-10-21
Real Madrid,1945.73706055,2023-10-21
Bayern Munich,1944.23706055,2023-10-21
Arsenal,1932.37695312,2023-10-21
Inter,1902.00292969,2023-10-21
Barcelona,1895.61657715,2023-10-21
Newcastle Utd,1887.48999023,2023-10-21
Napoli,1878.7947998,2023-10-21
Atlético Madrid,1877.47290039,2023-10-21
Milan,1863.65905762,2023-10-21
Tottenham,1858.55297852,2023-10-21
Dortmund,1839.31738281,2023-10-21
Aston Villa,1836.83044434,2023-10-21
RB Leipzig,1831.10571289,2023-10-21
Manchester Utd,1823.01013184,2023-10-21
Paris S-G,1821.54614258,2023-10-21
Brighton,1819.82617188,2023-10-21
Juventus,1815.3770752,2023-10-21
Real Sociedad,1810.12487793,2023-10-21
West Ham,1805.87890625,2023-10-21
Leverkusen,1797.81164551,2023-10-21
Brentford,1786.77270508,2023-10-21
Chelsea,1782.06970215,2023-10-21
Fiorentina,1778.20715332,2023-10-21
Atalanta,1777.12902832,2023-10-21
Roma,1776.31982422,2023-10-21
Lazio,1774.95715332,2023-10-21
Crystal Palace,1759.27392578,2023-10-21
Sevilla,1741.35754395,2023-10-21
Betis,1737.43237305,2023-10-21
Lens,1733.31738281,2023-10-21
Athletic Club,1731.45483398,2023-10-21
Girona,1730.36206055,2023-10-21
Fulham,1728.21911621,2023-10-21
Bologna,1722.20568848,2023-10-21
Villarreal,1721.33251953,2023-10-21
Wolves,1712.19519043,2023-10-21
Freiburg,1707.77368164,2023-10-21
Wolfsburg,1706.29003906,2023-10-21
Rennes,1702.85424805,2023-10-21
Marseille,1697.55273438,2023-10-21
Monaco,1696.92407227,2023-10-21
Eint Frankfurt,1694.96337891,2023-10-21
Nice,1692.34741211,2023-10-21
Lille,1691.52514648,2023-10-21
Stuttgart,1690.34448242,2023-10-21
Torino,1687.64135742,2023-10-21
Everton,1687.6295166,2023-10-21
Nott'ham Forest,1683.45080566,2023-10-21
Union Berlin,1683.10839844,2023-10-21
Burnley,1680.64709473,2023-10-21
Monza,1677.44482422,2023-10-21
Hoffenheim,1674.22595215,2023-10-21
Osasuna,1672.6015625,2023-10-21
Valencia,1670.88708496,2023-10-21
Getafe,1662.75891113,2023-10-21
Sassuolo,1662.43566895,2023-10-21
Gladbach,1661.29724121,2023-10-21
Rayo Vallecano,1652.6081543,2023-10-21
Mallorca,1650.22521973,2023-10-21
Cádiz,1636.90637207,2023-10-21
Celta Vigo,1636.45324707,2023-10-21
Lyon,1636.24023438,2023-10-21
Bournemouth,1633.01220703,2023-10-21
Montpellier,1631.07580566,2023-10-21
Udinese,1630.63354492,2023-10-21
Frosinone,1623.70251465,2023-10-21
Reims,1621.45056152,2023-10-21
Mainz 05,1621.03198242,2023-10-21
Genoa,1618.62451172,2023-10-21
Hellas Verona,1614.04956055,2023-10-21
Lecce,1612.52868652,2023-10-21
Brest,1612.10644531,2023-10-21
Köln,1611.68212891,2023-10-21
Las Palmas,1601.54418945,2023-10-21
Sheffield Utd,1600.38305664,2023-10-21
Toulouse,1598.0604248,2023-10-21
Granada,1598.00012207,2023-10-21
Strasbourg,1597.54614258,2023-10-21
Empoli,1594.05944824,2023-10-21
Bochum,1589.16394043,2023-10-21
Alavés,1587.5637207,2023-10-21
Luton Town,1585.69592285,2023-10-21
Almería,1584.67736816,2023-10-21
Werder Bremen,1579.45361328,2023-10-21
Salernitana,1575.5657959,2023-10-21
Heidenheim,1567.56555176,2023-10-21
Augsburg,1566.78027344,2023-10-21
Lorient,1565.20239258,2023-10-21
Nantes,1556.56872559,2023-10-21
Cagliari,1554.37390137,2023-10-21
Clermont Foot,1549.55712891,2023-10-21
Darmstadt 98,1548.83874512,2023-10-21
Metz,1540.65661621,2023-10-21
Le Havre,1509.8737793,2023-10-21
Manchester City,2067.87963867,2023-10-22
Liverpool,1957.53649902,2023-10-22
Bayern Munich,1947.8828125,2023-10-22
Real Madrid,1942.24230957,2023-10-22
Arsenal,1929.45666504,2023-10-22
Inter,1909.05419922,2023-10-22
Barcelona,1895.61657715,2023-10-22
Newcastle Utd,1895.54321289,2023-10-22
Atlético Madrid,1884.58666992,2023-10-22
Napoli,1883.2310791,2023-10-22
Milan,1863.65905762,2023-10-22
Tottenham,1858.55297852,2023-10-22
Dortmund,1839.31738281,2023-10-22
Aston Villa,1836.83044434,2023-10-22
RB Leipzig,1835.63952637,2023-10-22
Manchester Utd,1826.90087891,2023-10-22
Paris S-G,1825.71118164,2023-10-22
Brighton,1817.7130127,2023-10-22
Juventus,1815.3770752,2023-10-22
Real Sociedad,1813.08081055,2023-10-22
West Ham,1805.87890625,2023-10-22
Leverkusen,1805.23364258,2023-10-22
Brentford,1794.34362793,2023-10-22
Chelsea,1784.9901123,2023-10-22
Lazio,1783.60424805,2023-10-22
Fiorentina,1778.20715332,2023-10-22
Atalanta,1777.12902832,2023-10-22
Roma,1776.31982422,2023-10-22
Crystal Palace,1751.2208252,2023-10-22
Sevilla,1744.85229492,2023-10-22
Betis,1737.51708984,2023-10-22
Lens,1733.31738281,2023-10-22
Athletic Club,1731.45483398,2023-10-22
Girona,1730.36206055,2023-10-22
Fulham,1728.21911621,2023-10-22
Bologna,1722.20568848,2023-10-22
Villarreal,1721.33251953,2023-10-22
Wolves,1719.45031738,2023-10-22
Freiburg,1711.39868164,2023-10-22
Eint Frankfurt,1708.13134766,2023-10-22
Stuttgart,1706.99987793,2023-10-22
Rennes,1702.85424805,2023-10-22
Nice,1699.45263672,2023-10-22
Wolfsburg,1698.86804199,2023-10-22
Monaco,1696.92407227,2023-10-22
Lille,1691.52514648,2023-10-22
Marseille,1690.44750977,2023-10-22
Everton,1684.90209961,2023-10-22
Torino,1680.59008789,2023-10-22
Nott'ham Forest,1679.5390625,2023-10-22
Monza,1677.44482422,2023-10-22
Burnley,1673.07617188,2023-10-22
Osasuna,1672.6015625,2023-10-22
Valencia,1670.88708496,2023-10-22
Union Berlin,1666.45300293,2023-10-22
Getafe,1662.67419434,2023-10-22
Gladbach,1661.29724121,2023-10-22
Hoffenheim,1661.05810547,2023-10-22
Sassuolo,1653.78845215,2023-10-22
Rayo Vallecano,1652.6081543,2023-10-22
Mallorca,1647.26928711,2023-10-22
Cádiz,1636.90637207,2023-10-22
Lyon,1636.24023438,2023-10-22
Montpellier,1631.07580566,2023-10-22
Udinese,1630.63354492,2023-10-22
Celta Vigo,1629.33947754,2023-10-22
Bournemouth,1625.75708008,2023-10-22
Frosinone,1623.70251465,2023-10-22
Reims,1621.45056152,2023-10-22
Genoa,1618.62451172,2023-10-22
Mainz 05,1617.38635254,2023-10-22
Lecce,1612.52868652,2023-10-22
Brest,1612.10644531,2023-10-22
Köln,1611.68212891,2023-10-22
Hellas Verona,1609.61328125,2023-10-22
Las Palmas,1601.54418945,2023-10-22
Toulouse,1598.0604248,2023-10-22
Granada,1598.00012207,2023-10-22
Sheffield Utd,1596.49230957,2023-10-22
Empoli,1594.05944824,2023-10-22
Strasbourg,1593.38110352,2023-10-22
Luton Town,1589.60778809,2023-10-22
Alavés,1587.5637207,2023-10-22
Bochum,1585.53894043,2023-10-22
Almería,1584.67736816,2023-10-22
Werder Bremen,1579.45361328,2023-10-22
Salernitana,1575.5657959,2023-10-22
Heidenheim,1567.56555176,2023-10-22
Augsburg,1566.78027344,2023-10-22
Lorient,1565.20239258,2023-10-22
Nantes,1556.56872559,2023-10-22
Cagliari,1554.37390137,2023-10-22
Clermont Foot,1549.55712891,2023-10-22
Darmstadt 98,1544.30493164,2023-10-22
Metz,1540.65661621,2023-10-22
Le Havre,1509.8737793,2023-10-22
Manchester City,2067.87963867,2023-10-23
Liverpool,1957.53649902,2023-10-23
Bayern Munich,1947.8828125,2023-10-23
Real Madrid,1942.24230957,2023-10-23
Arsenal,1929.45666504,2023-10-23
Inter,1909.05419922,2023-10-23
Barcelona,1898.49438477,2023-10-23
Newcastle Utd,1895.54321289,2023-10-23
Atlético Madrid,1884.58666992,2023-10-23
Napoli,1883.2310791,2023-10-23
Tottenham,1858.55297852,2023-10-23
Milan,1853.14648438,2023-10-23
Aston Villa,1847.13134766,2023-10-23
Dortmund,1839.31738281,2023-10-23
RB Leipzig,1835.63952637,2023-10-23
Manchester Utd,1826.90087891,2023-10-23
Juventus,1825.88964844,2023-10-23
Paris S-G,1825.71118164,2023-10-23
Brighton,1817.7130127,2023-10-23
Real Sociedad,1813.08081055,2023-10-23
Leverkusen,1805.23364258,2023-10-23
West Ham,1795.57800293,2023-10-23
Brentford,1794.34362793,2023-10-23
Chelsea,1784.9901123,2023-10-23
Lazio,1783.60424805,2023-10-23
Atalanta,1782.11865234,2023-10-23
Roma,1781.00622559,2023-10-23
Fiorentina,1778.20715332,2023-10-23
Crystal Palace,1751.2208252,2023-10-23
Sevilla,1744.85229492,2023-10-23
Betis,1737.51708984,2023-10-23
Girona,1735.57556152,2023-10-23
Lens,1733.31738281,2023-10-23
Athletic Club,1728.57702637,2023-10-23
Fulham,1728.21911621,2023-10-23
Bologna,1726.91015625,2023-10-23
Wolves,1719.45031738,2023-10-23
Villarreal,1715.94348145,2023-10-23
Freiburg,1711.39868164,2023-10-23
Eint Frankfurt,1708.13134766,2023-10-23
Stuttgart,1706.99987793,2023-10-23
Monaco,1700.29516602,2023-10-23
Nice,1699.45263672,2023-10-23
Wolfsburg,1698.86804199,2023-10-23
Lille,1696.58374023,2023-10-23
Rennes,1692.49633789,2023-10-23
Marseille,1690.44750977,2023-10-23
Everton,1684.90209961,2023-10-23
Torino,1680.59008789,2023-10-23
Nott'ham Forest,1679.5390625,2023-10-23
Burnley,1673.07617188,2023-10-23
Monza,1672.75830078,2023-10-23
Osasuna,1672.6015625,2023-10-23
Valencia,1670.88708496,2023-10-23
Union Berlin,1666.45300293,2023-10-23
Getafe,1662.67419434,2023-10-23
Rayo Vallecano,1661.46484375,2023-10-23
Hoffenheim,1661.05810547,2023-10-23
Sassuolo,1653.78845215,2023-10-23
Gladbach,1650.81176758,2023-10-23
Mallorca,1647.26928711,2023-10-23
Cádiz,1636.90637207,2023-10-23
Udinese,1630.63354492,2023-10-23
Celta Vigo,1629.33947754,2023-10-23
Bournemouth,1625.75708008,2023-10-23
Lyon,1624.80310059,2023-10-23
Köln,1622.16748047,2023-10-23
Reims,1622.1060791,2023-10-23
Frosinone,1618.99816895,2023-10-23
Montpellier,1618.85302734,2023-10-23
Mainz 05,1617.38635254,2023-10-23
Genoa,1613.6348877,2023-10-23
Lecce,1612.52868652,2023-10-23
Hellas Verona,1609.61328125,2023-10-23
Brest,1607.04785156,2023-10-23
Granada,1598.00012207,2023-10-23
Toulouse,1597.40490723,2023-10-23
Sheffield Utd,1596.49230957,2023-10-23
Empoli,1594.05944824,2023-10-23
Strasbourg,1593.38110352,2023-10-23
Alavés,1592.95263672,2023-10-23
Las Palmas,1592.68737793,2023-10-23
Luton Town,1589.60778809,2023-10-23
Bochum,1585.53894043,2023-10-23
Augsburg,1583.52954102,2023-10-23
Almería,1579.46386719,2023-10-23
Werder Bremen,1579.45361328,2023-10-23
Lorient,1575.56030273,2023-10-23
Salernitana,1573.82116699,2023-10-23
Nantes,1568.79138184,2023-10-23
Clermont Foot,1560.9942627,2023-10-23
Cagliari,1556.11865234,2023-10-23
Heidenheim,1550.81628418,2023-10-23
Darmstadt 98,1544.30493164,2023-10-23
Metz,1537.28540039,2023-10-23
Le Havre,1509.8737793,2023-10-23
Manchester City,2070.59326172,2023-10-27
Bayern Munich,1961.99914551,2023-10-27
Liverpool,1960.29162598,2023-10-27
Real Madrid,1948.06774902,2023-10-27
Arsenal,1935.53796387,2023-10-27
Inter,1907.89038086,2023-10-27
Barcelona,1902.10009766,2023-10-27
Newcastle Utd,1885.11938477,2023-10-27
Napoli,1884.37487793,2023-10-27
Atlético Madrid,1881.99133301,2023-10-27
Tottenham,1864.72998047,2023-10-27
Dortmund,1858.48425293,2023-10-27
Aston Villa,1857.22241211,2023-10-27
Paris S-G,1846.3659668,2023-10-27
RB Leipzig,1845.88037109,2023-10-27
Milan,1837.6640625,2023-10-27
Manchester Utd,1830.05908203,2023-10-27
Real Sociedad,1824.87304688,2023-10-27
Brighton,1822.85046387,2023-10-27
Juventus,1822.42736816,2023-10-27
Leverkusen,1817.36901855,2023-10-27
Brentford,1795.16821289,2023-10-27
Chelsea,1785.81481934,2023-10-27
West Ham,1785.3104248,2023-10-27
Roma,1782.57519531,2023-10-27
Atalanta,1775.84936523,2023-10-27
Lazio,1770.95202637,2023-10-27
Fiorentina,1757.15820312,2023-10-27
Crystal Palace,1752.04541016,2023-10-27
Betis,1743.00732422,2023-10-27
Sevilla,1741.91882324,2023-10-27
Lens,1741.00488281,2023-10-27
Girona,1737.89868164,2023-10-27
Athletic Club,1730.90014648,2023-10-27
Fulham,1723.69140625,2023-10-27
Bologna,1723.44787598,2023-10-27
Freiburg,1721.86340332,2023-10-27
Wolves,1720.27502441,2023-10-27
Villarreal,1718.26660156,2023-10-27
Eint Frankfurt,1717.7878418,2023-10-27
Stuttgart,1714.91821289,2023-10-27
Monaco,1708.92980957,2023-10-27
Rennes,1708.24743652,2023-10-27
Nice,1708.08728027,2023-10-27
Wolfsburg,1706.78637695,2023-10-27
Lille,1706.49560547,2023-10-27
Marseille,1704.45922852,2023-10-27
Everton,1685.72680664,2023-10-27
Valencia,1680.93481445,2023-10-27
Nott'ham Forest,1680.36376953,2023-10-27
Torino,1677.12780762,2023-10-27
Osasuna,1674.92468262,2023-10-27
Burnley,1673.90087891,2023-10-27
Union Berlin,1669.76525879,2023-10-27
Monza,1669.29614258,2023-10-27
Hoffenheim,1668.97644043,2023-10-27
Getafe,1664.99719238,2023-10-27
Rayo Vallecano,1663.78796387,2023-10-27
Gladbach,1658.73010254,2023-10-27
Sassuolo,1650.32617188,2023-10-27
Mallorca,1649.59240723,2023-10-27
Lyon,1633.43774414,2023-10-27
Celta Vigo,1631.66259766,2023-10-27
Cádiz,1631.50488281,2023-10-27
Reims,1630.74072266,2023-10-27
Köln,1630.08581543,2023-10-27
Montpellier,1627.4876709,2023-10-27
Bournemouth,1626.58178711,2023-10-27
Udinese,1625.46911621,2023-10-27
Mainz 05,1625.3046875,2023-10-27
Brest,1615.68249512,2023-10-27
Frosinone,1615.53588867,2023-10-27
Lecce,1610.76867676,2023-10-27
Genoa,1610.17260742,2023-10-27
Empoli,1609.53942871,2023-10-27
Hellas Verona,1606.15100098,2023-10-27
Toulouse,1604.10900879,2023-10-27
Strasbourg,1602.01574707,2023-10-27
Granada,1600.32324219,2023-10-27
Sheffield Utd,1597.3170166,2023-10-27
Alavés,1595.27575684,2023-10-27
Las Palmas,1595.01049805,2023-10-27
Bochum,1593.45727539,2023-10-27
Augsburg,1591.44787598,2023-10-27
Luton Town,1590.43249512,2023-10-27
Werder Bremen,1587.37194824,2023-10-27
Lorient,1584.19494629,2023-10-27
Almería,1581.7869873,2023-10-27
Nantes,1577.42602539,2023-10-27
Salernitana,1570.35888672,2023-10-27
Clermont Foot,1569.62890625,2023-10-27
Heidenheim,1558.73449707,2023-10-27
Cagliari,1552.65637207,2023-10-27
Darmstadt 98,1552.22314453,2023-10-27
Metz,1545.92004395,2023-10-27
Le Havre,1518.50842285,2023-10-27
Manchester City,2070.59326172,2023-10-28
Bayern Munich,1961.99914551,2023-10-28
Liverpool,1960.29162598,2023-10-28
Real Madrid,1948.06774902,2023-10-28
Arsenal,1935.53796387,2023-10-28
Inter,1907.89038086,2023-10-28
Barcelona,1902.10009766,2023-10-28
Newcastle Utd,1885.11938477,2023-10-28
Napoli,1884.37487793,2023-10-28
Atlético Madrid,1881.99133301,2023-10-28
Tottenham,1871.04284668,2023-10-28
Dortmund,1858.48425293,2023-10-28
Aston Villa,1857.22241211,2023-10-28
Paris S-G,1846.3659668,2023-10-28
RB Leipzig,1845.88037109,2023-10-28
Milan,1837.6640625,2023-10-28
Manchester Utd,1830.05908203,2023-10-28
Real Sociedad,1824.87304688,2023-10-28
Brighton,1822.85046387,2023-10-28
